,REFERENCE: doi,NAME,FORMULA,Family,PROPERTY: Material Family,IDENTIFIER: sampleid,IDENTIFIER: paperid,IDENTIFIER: figureid,PROPERTY: Temperature (K),PROPERTY: Seebeck coefficient (V/K),PROPERTY: Thermal conductivity (W*m^(-1)*K^(-1)),PROPERTY: Power factor (W*m^(-1)*K^(-2)),PROPERTY: ZT (-),PROPERTY: Electrical conductivity (S*m^(-1)),PROPERTY: sigma_E_0,PROPERTY: log sigma_E_0,PROPERTY: quality_factor,PROPERTY: log quality_factor,inexpensive,non-toxic,n_elements,electron_count,PROPERTY: Seebeck coefficient (muV/K),|S|(muV/K),,L,L*sigma*T,Electronic thermal conductivity,Lattice thermal conductivity,
2791,10.1039/c4cp00641k,y=0.010,Mg2Si0.297Sn0.693Bi0.01,Mg2Si,Mg2Si,9326,4600,7668,300,-0.000147963,2.752123552,0.003785109,0.424104235,168000,123467.6377,5.091553139,0.146341259,,1,FALSE,4,8,-147.963,147.963,0.27927925,1.77927925,1.77928E-08,0.896756742,1.85536681,
2788,10.1063/1.2397538,0.38,K0.38Co4Sb12,Skutterudite,Skutterudite,3359,286,2244,300,-0.000113362,5.424409363,0.003307654,0.181447875,259400.469,123514.1657,5.091716769,0.069080744,,1,TRUE,3,96,-113.362,113.362,0.37634138,1.87634138,1.87634E-08,1.460171502,3.964237861,
2782,10.1016/j.scriptamat.2008.01.057,No1-4,Ga0.5Si9808.92Ge495.4P0.92,,,18563,5183,15601,300,0.000157287,9.926463757,,0.130958929,150182.1747,123598.7884,5.092014214,0.030067049,,1,TRUE,4,41223,157.287,157.287,0.25770947,1.75770947,1.75771E-08,0.791929892,9.134533865,
2779,10.1063/1.1868063,(Zr0.5Hf0.5)0.5NiSn0.99Sb0.01,Hf0.25Zr0.25Ti0.5Ni1Sn0.99Sb0.01,Half-heusler,,10315,269,8420,300,-0.000155178,2.874685698,,0.354904996,154161.8497,123676.5886,5.092287497,0.132264585,,1,TRUE,6,18,-155.178,155.178,0.262437747,1.762437747,1.76244E-08,0.815101989,2.059583709,
2775,10.1016/j.actamat.2011.01.064,as prepared,Ba0.3In0.2Co3.95Ni0.05Sb12,Skutterudite,,3133,42,2080,300,-0.000114222,1.636205175,,0.260842648,257028.9855,123762.8478,5.092590294,1.307287003,0.116370943,1,TRUE,5,97,-114.222,114.222,0.373561581,1.873561581,1.87356E-08,1.444678897,0.191526278,
2774,10.1063/1.2821364,"x=0.23,y=0.04,z=0.25",Ba0.23In0.04Co4Sb11.75,Zintl,,5369,10130,4069,300,-0.000149753,4.641264464,,0.228392753,164771.0959,123764.8922,5.092597468,0.072787987,,1,TRUE,4,95,-149.753,149.753,0.275002762,1.775002762,1.775E-08,0.877407451,3.763857013,
2772,10.1016/j.actamat.2014.05.019,x=0.20,Yb0.2Co4Sb12,Skutterudite,Skutterudite,3306,65,2200,300,-0.000131739,3.308695652,0.003604918,0.338469199,205764.9036,123798.8898,5.09271675,0.124870382,,1,TRUE,3,0,-131.739,131.739,0.321203296,1.821203296,1.8212E-08,1.124219162,2.18447649,
2758,10.1063/1.4906954,Mm0.9Fe3.2Co0.8Sb12,Mm0.9Fe3.2Co0.8Sb12,Skutterudite,,4049,2175,2792,300,0.000174183,2.04955,0.002879347,0.253848348,123139.9317,124109.5301,5.093805131,0.192835379,,1,TRUE,4,0,174.183,174.183,0.222778431,1.722778431,1.72278E-08,0.636428455,1.413121545,
2749,10.1016/j.actamat.2011.01.064,200,Ba0.3In0.2Co3.95Ni0.05Sb12,Skutterudite,,3134,42,2080,300,-0.000119205,3.442026496,,0.287069717,242173.913,124350.5754,5.094647799,0.131054479,,1,TRUE,5,97,-119.205,119.205,0.357854317,1.857854317,1.85785E-08,1.349771549,2.092254947,
2748,10.1016/j.actamat.2011.01.064,600,Ba0.3In0.2Co3.95Ni0.05Sb12,Skutterudite,,3136,42,2080,300,-0.000120866,3.713615402,,0.274106503,237101.4493,124357.9622,5.094673597,0.114582036,,1,TRUE,5,97,-120.866,120.866,0.352766725,1.852766725,1.85277E-08,1.317881027,2.395734375,
2745,10.1063/1.4870003,PM03,Ba0.3In0.3Co4Sb12,Skutterudite,Skutterudite,4975,6897,3742,300,-0.000127978,3.521949863,0.003493605,0.296195335,216757.9603,124407.5353,5.094846686,0.117707649,,1,TRUE,4,97,-127.978,127.978,0.331788148,1.831788148,1.83179E-08,1.191163988,2.330785875,
2738,10.1063/1.2821364,"x=0.00,y=0.23,z=0.21",In0.23Co4Sb11.79,Zintl,,5374,10130,4069,300,-0.000181774,3.726447197,,0.299031888,112941.7704,124583.3361,5.095459956,0.087638928,,1,TRUE,3,95,-181.774,181.774,0.208666657,1.708666657,1.70867E-08,0.578939512,3.147507685,
2735,10.1063/1.4944434,0.1,In0.3Co4Sb12.1,Skutterudite,Skutterudite,5424,10388,4119,300,-0.000212594,4.118774223,0.003503294,0.291101992,78562.27758,124645.1626,5.095675429,0.074219472,,1,TRUE,3,97,-212.594,212.594,0.159979932,1.659979932,1.65998E-08,0.391235413,3.72753881,
2728,10.1039/c4ta05285d,1% TiO2 Agg.,Ba0.22Ti0.19Co3.96Sb12O0.38,Skutterudite,,4224,2803,2993,300,-9.82E-05,2.558177841,0.003075373,0.212308896,320369.212,124688.1735,5.095825263,0.390350775,,1,TRUE,5,0,-98.2,98.2,0.428891321,1.928891321,1.92889E-08,1.853872177,0.704305664,
2727,10.1063/1.3430739,x=0.25,Tl0.25Co4Sb12,Skutterudite,Skutterudite,3386,325,2265,300,-0.000184304,3.341880342,,0.328581005,109738.9926,124737.8307,5.095998187,0.099253443,,1,TRUE,3,96,-184.304,184.304,0.204164837,1.704164837,1.70416E-08,0.561039997,2.780840345,
2726,10.1016/j.actamat.2014.05.019,x=0.35,Yb0.35Co4Sb12,Skutterudite,Skutterudite,3307,65,2200,300,-0.000121304,2.8,0.003448753,0.366989647,236520.3098,124748.8606,5.096036588,0.184219057,,1,TRUE,3,0,-121.304,121.304,0.351437238,1.851437238,1.85144E-08,1.313707527,1.486292473,
2716,10.1039/c4cp00641k,x=0.030,Mg2Si0.291Sn0.679Bi0.03,Mg2Si,Mg2Si,9330,4600,7668,300,-0.000112898,3.334575955,0.003432933,0.311533888,263997.4149,124948.5628,5.096731265,0.149153459,,1,FALSE,4,8,-112.898,112.898,0.377849761,1.877849761,1.87785E-08,1.487242447,1.847333508,
2705,10.1109/ict.2005.1519920,7_5,Mg2Si0.4Sn0.6,Mg2Si,Mg2Si,9616,8921,7887,300,-0.000126797,3.446429244,,0.338942787,221244.1315,125107.7448,5.097284196,0.123757888,,1,TRUE,3,8,-126.797,126.797,0.335183349,1.835183349,1.83518E-08,1.218070639,2.228358605,
2698,10.1016/j.actamat.2014.05.019,ref.25,Yb0.35Co4Sb12,Skutterudite,Skutterudite,3310,65,2200,300,-0.00013087,2.87826087,0.003629167,0.383148329,210280.5377,125147.7761,5.097423137,0.15911596,,1,TRUE,3,0,-130.87,130.87,0.323618588,1.823618588,1.82362E-08,1.150414492,1.727846378,
2689,10.1038/srep06888,ZrNiSn0.90Sb0.10,Zr1Ni1Sn0.9Sb0.1,Half-heusler,Half-Heusler,21180,17021,17645,300,-3.62E-05,12.65789474,,0.016767519,981251.5269,125323.1163,5.098031186,0.047800424,,1,TRUE,4,18,-36.2,36.2,0.731931048,2.231931048,2.23193E-08,6.570257248,6.087637492,
2688,10.1143/jjap.47.7470,"y=0.28,x=0(ref.12)",Sr0.28Co4Sb12,Skutterudite,Skutterudite,3487,1366,2356,300,-0.00011013,,,0.197168033,274566.4716,125328.2296,5.098048905,,,1,TRUE,3,96,-110.13,110.13,0.386974472,1.886974472,1.88697E-08,1.554299768,-1.554299768,
2678,10.1063/1.4901178,x=0.005,Mg2.08Si0.395Sn0.6Bi0.005,Toxic,,9521,6914,7830,300,-0.000203446,2.165034851,0.003746629,0.515766627,88101.30361,125534.5208,5.098763169,0.160881073,,1,FALSE,4,8,-203.446,203.446,0.173107095,1.673107095,1.67311E-08,0.442208749,1.722826102,
2671,10.1063/1.2811936,0.43,Ba0.33Co4Sb12.16,Skutterudite,Skutterudite,3943,1952,2688,300,-0.000114414,4.589631454,0.002394231,0.158353965,260231.7438,125615.7194,5.09904399,0.088917566,,1,TRUE,3,97,-114.414,114.414,0.372943783,1.872943783,1.87294E-08,1.46219828,3.127433174,
2669,10.1016/j.actamat.2015.11.006,x=1,Mg2Si0.3Sn0.685Sb0.015,Mg2Si,Mg2Si,9507,5861,7802,300,-0.000131063,1.498281787,0.003622577,0.353808354,210580.4642,125626.5126,5.099081304,0.754347732,,1,TRUE,4,8,-131.063,131.063,0.323080601,1.823080601,1.82308E-08,1.151715478,0.346566309,
2663,10.1063/1.4901178,x=0.015,Mg2.08Si0.385Sn0.6Bi0.015,Toxic,,9523,6914,7830,300,-0.000142533,2.551381771,0.003761029,0.433443526,182874.8444,125759.0204,5.099539146,0.175892051,,1,FALSE,4,8,-142.533,142.533,0.292663218,1.792663218,1.79266E-08,0.983499021,1.56788275,
2662,10.3724/sp.j.1077.2012.12615,Yb0.14Co4Sb12.05,Yb0.14Co4Sb12.05,Skutterudite,Skutterudite,4830,5555,3565,300,-0.000152776,3.686148696,0.003810461,0.304195804,161399.8468,125767.5158,5.099568483,0.09815997,,1,TRUE,3,0,-152.776,152.776,0.267928672,1.767928672,1.76793E-08,0.85603025,2.830118446,
2651,10.1063/1.4936829,x=0.21,Yb0.21Co4Sb12,Skutterudite,Skutterudite,4933,6207,3699,300,-0.000127873,3.305429864,0.003542536,0.312558346,219803.8454,125987.9103,5.100328873,0.132305237,,1,TRUE,3,0,-127.873,127.873,0.33208861,1.83208861,1.83209E-08,1.208100365,2.097329499,
2629,10.1016/j.jallcom.2016.02.057,x=0.018,Mg2Si0.4Sn0.6Sb0.018,Mg2Si,Mg2Si,9777,9798,7988,300,-0.000192642,1.911035697,0.00369281,0.897136809,100680.2721,126306.8818,5.101427013,0.198412885,,1,TRUE,4,8,-192.642,192.642,0.190004619,1.690004619,1.69E-08,0.510450375,1.400585322,
2623,10.1063/1.2821364,"x=0.27,y=0.00,z=0.16",Ba0.27Co4Sb11.84,Zintl,,5368,10130,4069,300,-0.000135333,5.568819811,,0.191676325,201057.4018,126502.6438,5.102099602,0.062609094,,1,TRUE,3,95,-135.333,135.333,0.311404119,1.811404119,1.8114E-08,1.092588617,4.476231194,
2619,10.1103/physrevb.80.115329,x=0.3,Yb0.3Co4Sb12,Skutterudite,Skutterudite,4721,4738,3464,300,-0.000137446,2.99205396,,0.386522064,195943.5437,126555.2482,5.10228016,0.144165007,,1,TRUE,3,0,-137.446,137.446,0.305783082,1.805783082,1.80578E-08,1.061494609,1.930559351,
2616,10.1039/c5ee02600h,Ge0.15Sb0.015,Mg2Sn0.835Ge0.15Sb0.015,Mg-based,,9560,7980,7847,300,-0.000137526,2.788620096,0.004908684,1.027221741,195817.1032,126598.2981,5.102427867,0.160882403,,1,TRUE,4,8,-137.526,137.526,0.30557227,1.80557227,1.80557E-08,1.060685795,1.727934301,
2603,10.1016/j.jallcom.2004.01.018,hot-pressed TlSbTe2,TlSbTe2,Toxic,,13931,1489,11687,300,8.32E-05,1.411161927,,0.152420552,403454.2857,126839.9193,5.103255957,-0.279237004,,1,FALSE,3,20,83.2,83.2,0.488096875,1.988096875,1.9881E-08,2.406318613,-0.995156686,
2602,10.1039/c2jm15010g,NPAg2,Ba0.22Co3.95Ag0.09Sb12,Skutterudite,,4202,2740,2975,300,-0.000100268,2.338519906,0.003194981,0.226712152,317052.0231,126869.1135,5.103355905,0.542942231,,1,TRUE,4,96,-100.268,100.268,0.421312976,1.921312976,1.92131E-08,1.827468498,0.511051408,
2589,10.1063/1.3099804,"x=0.15,y=0.15",Ce0.15In0.15Co4Sb12,Skutterudite,Skutterudite,4963,6750,3731,300,-0.000139999,3.528625371,0.003737288,0.333826952,190620.4075,127060.8608,5.104011793,0.112103826,,1,TRUE,4,0,-139.999,139.999,0.299126735,1.799126735,1.79913E-08,1.028850814,2.499774557,
2586,10.1073/pnas.1424388112,Mg2Sn,Mg2Sn,Mg2Si,Mg2Si,25021,16684,20283,300,-0.000115762,6.461538462,0.003391092,0.146704871,258742.9504,127099.8775,5.104145132,0.056272842,,1,TRUE,2,8,-115.762,115.762,0.368635003,1.868635003,1.86864E-08,1.450488402,5.01105006,
2572,10.1016/j.jmat.2017.07.003,In0.15Ce0.15Co4Sb12-TM,Ce0.15In0.15Co4Sb12,Skutterudite,Skutterudite,15412,18772,13086,300,-0.000139254,2.476760407,,0.314253778,192728.3782,127289.4498,5.104792409,0.194136982,,1,TRUE,4,0,-139.254,139.254,0.301054033,1.801054033,1.80105E-08,1.041342669,1.435417738,
2564,10.1038/am.2016.77,Yb0.4Co4Sb12,Yb0.4Co4Sb12,Skutterudite,Skutterudite,22012,14693,18264,300,-0.000107186,3.464318293,0.003333897,0.283428571,290532.9972,127563.5127,5.10572647,0.155576263,,1,TRUE,3,0,-107.186,107.186,0.396921305,1.896921305,1.89692E-08,1.653354697,1.810963596,
2561,10.1007/s11664-011-1541-0,y=0,Mg2Si0.3Sn0.7,Mg2Si,Mg2Si,10047,11147,8187,300,-0.000586702,2.135766457,,0.046078731,1041.660067,127639.694,5.105985754,0.133427228,,1,TRUE,3,8,-586.702,586.702,0.006359689,1.506359689,1.50636E-08,0.004707344,2.131059113,
2554,10.1016/j.scriptamat.2019.01.046,Bi0.5Sb1.5Te3,Bi0.5Sb1.5Te3,Toxic,,27907,24829,22442,300,0.000243075,0.765206691,3.36E-05,1.000861347,56388.13229,127780.7742,5.106465515,0.569158648,,1,FALSE,3,28,243.075,243.075,0.123011905,1.623011905,1.62301E-08,0.27455583,0.490650861,
2548,10.1016/j.jmat.2017.07.003,In0.20Ce0.15Co4Sb12.3-MS+SPS,Ce0.15In0.2Co4Sb12.3,Skutterudite,Skutterudite,15415,18772,13086,300,-0.000153641,1.64227276,,0.429710571,162412.3234,127894.7806,5.106852821,0.35334392,,1,TRUE,4,0,-153.641,153.641,0.265938186,1.765938186,1.76594E-08,0.860430371,0.781842389,
2545,10.1063/1.2172705,y=0.28,Sr0.28Co4Sb12,Skutterudite,Skutterudite,3912,1922,2668,300,-0.000109837,5.008708571,,0.197691436,281428.5714,127967.3764,5.107099266,0.083058329,,1,TRUE,3,96,-109.837,109.837,0.387953152,1.887953152,1.88795E-08,1.593971875,3.414736696,
2542,10.1016/j.actamat.2013.09.039,Sr(S),Ba0.125Sr0.125Yb0.25Co4Sb12.5,Skutterudite,Skutterudite,4882,5840,3632,300,-0.000119883,3.805929919,0.00354557,0.47711841,247232.4351,128052.7896,5.107389044,0.116345165,,1,TRUE,5,0,-119.883,119.883,0.355768821,1.855768821,1.85577E-08,1.376418734,2.429511185,
2532,10.1063/1.4936829,x=0.26,Yb0.26Co4Sb12,Skutterudite,Skutterudite,4935,6207,3699,300,-0.000109858,3.360323887,0.003376436,0.30163242,281903.6375,128219.0286,5.107952482,0.160353671,,1,TRUE,3,0,-109.858,109.858,0.387882925,1.887882925,1.88788E-08,1.596603191,1.763720696,
2521,10.1016/j.actamat.2009.03.018,Ba0.39Ce0.02Co4Sb12.05,Ba0.39Ce0.02Co4Sb12.05,Skutterudite,Skutterudite,3132,34,2076,300,-7.92E-05,4.523484604,,0.180103163,434156.3786,128491.6663,5.108874961,0.151848472,,1,TRUE,4,0,-79.2,79.2,0.505221354,2.005221354,2.00522E-08,2.611738924,1.91174568,
2520,10.3724/sp.j.1077.2010.00573,Zr0.98La0.02NiSn0.98Sb0.02,La0.02Zr0.98Ni1Sn0.98Sb0.02,Half-heusler,,12043,5543,9994,300,-8.98E-05,8.738609995,,0.122490231,371481.3385,128506.4371,5.108924883,0.043716015,,1,TRUE,5,18,-89.8,89.8,0.461101111,1.961101111,1.9611E-08,2.185537397,6.553072598,
2514,10.1039/c5ee02600h,Ge0.30Sb0.02,Mg2Sn0.68Ge0.3Sb0.02,Mg-based,,9563,7980,7847,300,-0.000138812,2.758404846,0.00488733,1.020464252,195849.0228,128649.6762,5.109408697,0.166140588,,1,TRUE,4,8,-138.812,138.812,0.302203341,1.802203341,1.8022E-08,1.05887929,1.699525556,
2511,10.1039/c4ee03042g,x=0.04,Ti0.04Nb0.96Fe1Sb1,Half-heusler,,10601,872,8684,300,0.000152801,14.94078237,,0.067114094,165223.844,128788.0907,5.109875705,0.020363575,,1,TRUE,4,17,152.801,152.801,0.267870935,1.767870935,1.76787E-08,0.876283295,14.06449908,
2508,10.1038/s41598-017-09572-9,3L,SnS2,Sulfied,,10774,18765,8830,300,-0.000169203,,3.914767337,0.325459059,135636.9615,128813.9386,5.109962859,,,1,TRUE,2,0,-169.203,169.203,0.232550807,1.732550807,1.73255E-08,0.704993781,-0.704993781,
2500,10.1039/c4cp06021k,Pb1.004Se0.998Cl0.002,Pb1.004Se0.998Cl0.002,Toxic,,383,4619,126,300,-7.44E-05,2.866795367,0.001289831,0.146206854,468818.6813,128917.7963,5.110312873,-12.35566318,,1,FALSE,3,0,-74.4,74.4,0.526565626,2.026565626,2.02657E-08,2.850275472,0.016519895,
2493,10.1016/j.mseb.2013.06.023,Yb0.13Ba0.10Co4Sb12 FQ,Ba0.1Yb0.13Co4Sb12,Skutterudite,Skutterudite,4602,3913,3380,300,-0.00012937,3.46238988,,0.271675356,221021.021,129093.1059,5.11090305,0.126394697,,1,TRUE,4,0,-129.37,129.37,0.327830484,1.827830484,1.82783E-08,1.211966879,2.250423001,
2489,10.1063/1.4944434,0.15,In0.3Co4Sb12.15,Skutterudite,Skutterudite,5425,10388,4119,300,-0.000227901,4.919193522,0.003477892,0.227588503,68037.50837,129140.1303,5.11106122,0.062593935,,1,TRUE,3,97,-227.901,227.901,0.140203016,1.640203016,1.6402E-08,0.334785979,4.584407543,
2462,10.1039/c5ee02600h,Ge0.20Sb0.02,Mg2Sn0.78Ge0.2Sb0.02,Mg-based,,9561,7980,7847,300,-0.00013369,2.570939073,0.004933456,1.099988285,210202.3725,129580.7714,5.112540561,0.198903925,,1,TRUE,4,8,-133.69,133.69,0.315846166,1.815846166,1.81585E-08,1.145085517,1.425853556,
2452,10.3938/jkps.65.491,Yb0.2Co4Sb12,Yb0.2Co4Sb12,Skutterudite,Skutterudite,4430,3587,3212,300,-0.000156414,4.077852072,0.003784829,0.298013245,159237.7512,129673.2414,5.112850367,0.088566078,,1,TRUE,3,0,-156.414,156.414,0.259656272,1.759656272,1.75966E-08,0.840611123,3.237240949,
2410,10.1016/j.mseb.2013.06.023,Yb0.08Ba0.09Co4Sb12.12 FQ,Ba0.09Yb0.08Co4Sb12.12,Skutterudite,Skutterudite,4600,3913,3380,300,-0.000144685,3.405442361,,0.158543558,184461.1529,130240.5732,5.114746299,0.118808939,,1,TRUE,4,0,-144.685,144.685,0.287283863,1.787283863,1.78728E-08,0.989053326,2.416389035,
2404,10.1038/s41467-018-08223-5,Ta0.94Ti0.06FeSb,Ta0.94Ti0.06Fe1Sb1,Half-heusler,Half-Heusler,22522,21247,18606,300,0.000136607,6.557142857,0.003847344,0.168925039,204135.3383,130482.847,5.115553424,0.053085755,,1,TRUE,4,17,136.607,136.607,0.308002755,1.808002755,1.808E-08,1.107231762,5.449911095,
2379,10.1063/1.4870003,PM05,Ba0.3In0.3Co4Sb12,Skutterudite,Skutterudite,4976,6897,3742,300,-0.000130504,3.45542227,0.003731113,0.328916491,220891.5394,130860.3341,5.116808025,0.12833077,,1,TRUE,4,97,-130.504,130.504,0.324641273,1.824641273,1.82464E-08,1.209143459,2.246278811,
2374,10.1063/1.3099804,"x=0.20,y=0.15",Ce0.15In0.2Co4Sb12,Skutterudite,Skutterudite,4964,6750,3731,300,-0.000146922,3.351875503,0.003954627,0.350628869,180582.4019,131040.5325,5.117405649,0.121013899,,1,TRUE,4,0,-146.922,146.922,0.28179682,1.78179682,1.7818E-08,0.965283448,2.386592055,
2357,10.1002/slct.201901565,Bi0.3Sb1.7Te,Bi0.3Sb1.7Te1,Toxic,,27873,24822,22407,300,0.000199764,1.186566725,,1.002992289,96305.58609,131407.9256,5.118621559,0.407458631,,1,FALSE,3,16,199.764,199.764,0.178689887,1.678689887,1.67869E-08,0.48500164,0.701565085,
2356,10.1016/j.jmat.2015.03.008,Yb0.36Co4Sb12,Yb0.36Co4Sb12,Skutterudite,Skutterudite,14338,18773,12141,300,-0.000101354,3.688085782,,0.280152672,323689.0811,131446.8073,5.118750042,0.159393316,,1,TRUE,3,0,-101.354,101.354,0.417387021,1.917387021,1.91739E-08,1.861911729,1.826174053,
2340,10.1016/j.jallcom.2012.11.022,Si0.7Ge0.3(1g)_per,Si0.7Ge0.3,SiGe,,21954,9645,18228,300,-0.000245924,4.57074066,,0.420444844,56200.71382,131663.3231,5.119464812,0.068101316,,1,TRUE,2,4,-245.924,245.924,0.12002749,1.62002749,1.62003E-08,0.273140104,4.297600556,
2339,10.1039/c4ee03042g,x=0.16,Ti0.16Nb0.84Fe1Sb1,Half-heusler,,10605,872,8684,300,8.33E-05,8.860681603,,0.11409396,418115.586,131667.3934,5.119478238,0.046189931,,1,TRUE,4,17,83.3,83.3,0.487676283,1.987676283,1.98768E-08,2.493235301,6.367446302,
2335,10.1016/s1002-0071(12)60066-5,B2,Bi0.48Sb1.52Te3,Toxic,,5641,5005,4359,300,0.000209076,1.205732354,0.003795918,0.932974428,86502.94543,131691.277,5.119557009,0.371896171,,1,FALSE,3,28,209.076,209.076,0.164906058,1.664906058,1.66491E-08,0.432057834,0.77367452,
2327,10.1007/s11664-014-3582-7,5g,Yb0.3Co4Sb12,Skutterudite,Skutterudite,4196,2642,2970,300,-0.000119111,3.542718225,,0.304297738,257066.6667,131838.0099,5.120040639,0.137725654,,1,TRUE,3,0,-119.111,119.111,0.35814442,1.85814442,1.85814E-08,1.433000977,2.109717248,
2314,10.1007/s00339-010-5711-3,Sr0.21Co4Sb12.25,Sr0.21Co4Sb12.25,Skutterudite,Skutterudite,3348,229,2234,300,-0.000125479,4.88519175,0.003786322,0.235618537,237442.3772,132054.3775,5.120752802,0.081719178,,1,TRUE,3,97,-125.479,125.479,0.339013443,1.839013443,1.83901E-08,1.309979171,3.575212579,
2286,10.3724/sp.j.1077.2012.12615,Ba0.24Yb0.12Co4SB11.85,Ba0.24Yb0.12Co4B11.85S1,,,4832,5555,3565,300,-0.000105268,3.772003267,0.003511196,0.276223776,310025.218,132695.5836,5.122856469,0.146610182,,1,TRUE,5,0,-105.268,105.268,0.403538751,1.903538751,1.90354E-08,1.770435049,2.001568218,
2284,10.1016/j.jallcom.2020.154732,Bi1.5Sb0.5Te2.7Se0.3,Bi1.5Sb0.5Te2.7Se0.3,Toxic,,28197,27516,22686,300,0.000186246,1.215224913,0.003960266,1.006044095,114188.7906,132821.6281,5.1232688,0.453583335,,1,FALSE,4,0,186.246,186.246,0.200775288,1.700775288,1.70078E-08,0.58262842,0.632596493,
2275,10.1016/j.intermet.2006.08.008,x=0.05,Hf0.05Ti0.95Ni1Sn0.95Sb0.05,Half-heusler,,10822,1240,8891,300,-6.67E-05,9.077430863,0.002370909,0.07296772,548369.371,133063.5254,5.124059026,0.05278965,,1,TRUE,5,18,-66.7,66.7,0.562704869,2.062704869,2.0627E-08,3.393372514,5.684058349,
2270,10.1016/j.mseb.2009.10.021,ZrNiSn0.98Sb0.02 0h,Zr1Ni1Sn0.98Sb0.02,Half-heusler,,11906,3911,9862,300,-0.000120927,7.001397516,0.003717472,0.209090128,253623.1884,133127.5159,5.124267828,0.052813759,,1,TRUE,4,18,-120.927,120.927,0.352581267,1.852581267,1.85258E-08,1.409572703,5.591824813,
2259,10.3390/ma8030959,1.0 at.% Fe-BST,Fe0.01Bi0.48Sb1.51Te3,Toxic,,15285,3695,12967,300,0.000198375,1.089717021,0.003921806,1.085325559,99385.31842,133405.3648,5.125173295,0.49042767,,1,FALSE,4,28,198.375,198.375,0.180842406,1.680842406,1.68084E-08,0.501153173,0.588563848,
2252,10.1134/s1063739713080052,Bi0.4Sb1.6Te3_SPS450,Bi0.4Sb1.6Te3,Toxic,,5841,5133,4559,300,0.000209313,1.11160221,,1.004223879,87449.35185,133504.8306,5.12549698,0.430874381,,1,FALSE,3,28,209.313,209.313,0.164569482,1.664569482,1.66457E-08,0.436696567,0.674905643,
2241,10.1016/j.scriptamat.2010.04.041,5min,Sr0.92La0.08Ti1O3,Oxide,Oxide,28098,5184,22597,300,-0.000107152,5.907692308,,0.195358553,304790.4859,133764.2069,5.126339919,0.071128703,,1,TRUE,4,0,-107.152,107.152,0.397037661,1.897037661,1.89704E-08,1.734597092,4.173095216,
2222,10.1063/1.4936829,x=0.23,Yb0.23Co4Sb12,Skutterudite,Skutterudite,4934,6207,3699,300,-0.000120648,3.245368666,0.003707154,0.338021309,256230.2077,134016.64,5.127158725,0.161873269,,1,TRUE,3,0,-120.648,120.648,0.353430307,1.853430307,1.85343E-08,1.424714497,1.820654169,
2213,10.3724/sp.j.1077.2012.12615,Ba0.23Co4Sb12.22,Ba0.23Co4Sb12.22,Skutterudite,Skutterudite,4829,5555,3565,300,-0.000112135,4.745502719,0.003633232,0.225058005,286399.8299,134209.3802,5.127782871,0.094922953,,1,TRUE,3,97,-112.135,112.135,0.380343292,1.880343292,1.88034E-08,1.615589997,3.129912722,
2210,10.1073/pnas.1802020115,GeTe,GeTe,Toxic,PbTe,24069,21264,19500,300,5.88E-05,7.12698371,0.002196301,0.10065327,635872.7313,134307.5928,5.128100565,0.099404056,,1,FALSE,2,10,58.8,58.8,0.602362081,2.102362081,2.10236E-08,4.010504155,3.116479555,
2201,10.1063/1.4904187,Ca0.15Ce0.075Co4Sb12,Ca0.15Ce0.075Co4Sb12,Skutterudite,Skutterudite,4044,2174,2786,300,-0.000129591,3.900355872,0.002968216,0.24014342,229681.2749,134521.4031,5.128791388,0.112353546,,1,TRUE,4,0,-129.591,129.591,0.327206505,1.827206505,1.82721E-08,1.259025359,2.641330513,
2195,10.1080/08957959.2012.656624,3.5 GPa,AgSb(Te10Pb9)2,Toxic,,16659,1123,14179,300,-0.000172969,1.563660554,,0.077993428,135490.8001,134591.4742,5.12901755,0.338763513,,1,FALSE,4,207,-172.969,172.969,0.225122165,1.725122165,1.72512E-08,0.701214547,0.862446007,
2185,10.1038/srep14641,Yb0.40Ga0.15,Yb0.4Ga0.15,,,4758,5167,3491,300,-0.000122174,2.832169966,,0.300506337,252849.9197,134847.2771,5.129842181,0.206589599,,1,TRUE,2,0,-122.174,122.174,0.348811318,1.848811318,1.84881E-08,1.40241538,1.429754586,
2183,10.1016/j.jmat.2015.03.008,Yb0.40Co4Sb12,Yb0.4Co4Sb12,Skutterudite,Skutterudite,14339,18773,12141,300,-0.000103046,3.633136545,,0.274427481,324782.2715,134934.0897,5.130121683,0.168516867,,1,TRUE,3,0,-103.046,103.046,0.411343114,1.911343114,1.91134E-08,1.862311074,1.770825471,
2177,10.1016/j.mseb.2015.03.011,Ingots-Ntype,Bi2.06Te2.67Se0.27,Toxic,,5540,3918,4239,300,-0.000203636,1.298701299,0.00394605,0.821,94512.19512,134972.1828,5.130244271,0.35753367,,1,FALSE,3,0,-203.636,203.636,0.17282379,1.67282379,1.67282E-08,0.474306745,0.824394554,
2172,10.1063/1.4729789,x=0.01(#1),Sb2Ir0.01Pt0.99,Antimonide,Antimonide,12840,363,10658,300,0.000100689,9.544892916,0.003501548,0.104264735,335536.1485,135036.9161,5.130452511,0.039463288,,0,TRUE,3,19,100.689,100.689,0.419786672,1.919786672,1.91979E-08,1.932473478,7.612419438,
